"Visits_Per_Station","PrimaryCareShortageArea","EDStations","Tot_ED_NmbVsts","UrbanRuralDesi","HospitalOwnership","year","CountyName","avgTotEDVsts","avgEdStationVisits"
2.70588235294118,"Yes",34,80442,"Urban","Nonprofit","2021","Kings",80442,2.70588235294118
2.70833333333333,"Yes",24,42755,"Urban","Government","2023","San Joaquin",42755,2.70833333333333
2.74193548387097,"Yes",62,82844,"Urban","Investor Owned","2023","San Joaquin",82844,2.74193548387097
2.75,"Yes",4,3646,"Urban","Investor Owned","2023","Los Angeles",3646,2.75
2.75,"Yes",20,17746,"Urban","Investor Owned","2022","San Diego",17746,2.75
2.75862068965517,"Yes",29,40855,"Urban","Investor Owned","2023","Riverside",40855,2.75862068965517
2.77272727272727,"Yes",44,94386,"Urban","Nonprofit","2023","Kings",94386,2.77272727272727
2.78947368421053,"Yes",19,49779,"Urban","Government","2022","Monterey",49779,2.78947368421053
2.8,"Yes",10,28475,"Urban","Nonprofit","2022","Kern",28475,2.8
2.83333333333333,"Yes",12,18089,"Urban","Investor Owned","2021","Orange",18089,2.83333333333333
2.83333333333333,"Yes",12,32018,"Urban","Investor Owned","2023","Los Angeles",32018,2.83333333333333
2.84615384615385,"Yes",26,43446,"Urban","Government","2022","San Joaquin",43446,2.84615384615385
2.9,"Yes",10,28475,"Urban","Nonprofit","2022","Kern",28475,2.9
2.9047619047619,"Yes",21,37600,"Urban","Investor Owned","2023","San Bernardino",37600,2.9047619047619
2.91666666666667,"Yes",12,16133,"Urban","Investor Owned","2023","Riverside",16133,2.91666666666667
2.91666666666667,"Yes",12,30482,"Urban","Nonprofit","2023","Santa Cruz",30482,2.91666666666667
2.92857142857143,"Yes",42,48363,"Urban","Investor Owned","2022","Los Angeles",48363,2.92857142857143
2.93181818181818,"Yes",44,92128,"Urban","Nonprofit","2022","Kings",92128,2.93181818181818
2.94736842105263,"Yes",19,53276,"Urban","Government","2023","Monterey",53276,2.94736842105263
2.95,"Yes",20,17043,"Urban","Investor Owned","2023","San Diego",17043,2.95
2.96153846153846,"Yes",26,57645,"Urban","Nonprofit","2022","Merced",57645,2.96153846153846
2.975,"Yes",40,52193,"Urban","Investor Owned","2023","Los Angeles",52193,2.975
2.97560975609756,"Yes",41,49585,"Urban","Nonprofit","2022","Santa Barbara",49585,2.97560975609756
3,"Yes",4,3857,"Urban","Investor Owned","2022","Los Angeles",3857,3
3,"Yes",10,29497,"Urban","Investor Owned","2022","Los Angeles",29497,3
3,"Yes",16,24835,"Urban","Nonprofit","2021","Santa Cruz",24835,3
3,"Yes",21,37600,"Urban","Investor Owned","2023","San Bernardino",37600,3
3,"Yes",62,67670,"Urban","Investor Owned","2021","San Joaquin",67670,3
3.02272727272727,"Yes",44,92128,"Urban","Nonprofit","2022","Kings",92128,3.02272727272727
3.03125,"Yes",64,73328,"Urban","Investor Owned","2021","Riverside",73328,3.03125
3.03448275862069,"Yes",29,39022,"Urban","Investor Owned","2022","Riverside",39022,3.03448275862069
3.03921568627451,"Yes",51,33915,"Urban","Investor Owned","2021","Los Angeles",33915,3.03921568627451
3.06896551724138,"Yes",29,40855,"Urban","Investor Owned","2023","Riverside",40855,3.06896551724138
3.06896551724138,"Yes",29,71601,"Urban","Nonprofit","2022","Los Angeles",71601,3.06896551724138
3.09375,"Yes",32,78383,"Urban","Nonprofit","2023","Los Angeles",78383,3.09375
3.0952380952381,"Yes",21,28108,"Urban","Nonprofit","2021","San Joaquin",28108,3.0952380952381
3.11538461538462,"Yes",52,59992,"Urban","Nonprofit","2022","Los Angeles",59992,3.11538461538462
3.14516129032258,"Yes",62,82844,"Urban","Investor Owned","2023","San Joaquin",82844,3.14516129032258
3.15625,"Yes",32,78383,"Urban","Nonprofit","2023","Los Angeles",78383,3.15625
3.16666666666667,"Yes",12,19824,"Urban","Investor Owned","2023","Orange",19824,3.16666666666667
3.171875,"Yes",64,87345,"Urban","Investor Owned","2023","Riverside",87345,3.171875
3.17241379310345,"Yes",29,40855,"Urban","Investor Owned","2023","Riverside",40855,3.17241379310345
3.17241379310345,"Yes",29,56910,"Urban","Nonprofit","2021","Los Angeles",56910,3.17241379310345
3.17391304347826,"Yes",46,72057,"Urban","Nonprofit","2023","Los Angeles",72057,3.17391304347826
3.18181818181818,"Yes",22,32220,"Urban","Investor Owned","2021","San Bernardino",32220,3.18181818181818
3.19230769230769,"Yes",26,57645,"Urban","Nonprofit","2022","Merced",57645,3.19230769230769
3.2,"Yes",10,28475,"Urban","Nonprofit","2022","Kern",28475,3.2
3.25,"Yes",32,78383,"Urban","Nonprofit","2023","Los Angeles",78383,3.25
3.27272727272727,"Yes",44,94386,"Urban","Nonprofit","2023","Kings",94386,3.27272727272727
3.30555555555556,"Yes",36,62048,"Urban","Nonprofit","2021","Los Angeles",62048,3.30555555555556
3.30769230769231,"Yes",26,52175,"Urban","Nonprofit","2021","Merced",52175,3.30769230769231
3.33333333333333,"Yes",18,36593,"Urban","Investor Owned","2022","San Bernardino",36593,3.33333333333333
3.3448275862069,"Yes",29,39022,"Urban","Investor Owned","2022","Riverside",39022,3.3448275862069
3.34615384615385,"Yes",26,52175,"Urban","Nonprofit","2021","Merced",52175,3.34615384615385
3.35,"Yes",20,17746,"Urban","Investor Owned","2022","San Diego",17746,3.35
3.36842105263158,"Yes",19,53276,"Urban","Government","2023","Monterey",53276,3.36842105263158
3.375,"Yes",16,31692,"Urban","Investor Owned","2023","San Bernardino",31692,3.375
3.38095238095238,"Yes",42,39926,"Urban","Investor Owned","2021","Los Angeles",39926,3.38095238095238
3.41666666666667,"Yes",12,13544,"Urban","Investor Owned","2021","Riverside",13544,3.41666666666667
3.41666666666667,"Yes",12,18089,"Urban","Investor Owned","2021","Orange",18089,3.41666666666667
3.41666666666667,"Yes",12,19824,"Urban","Investor Owned","2023","Orange",19824,3.41666666666667
3.41666666666667,"Yes",12,32018,"Urban","Investor Owned","2023","Los Angeles",32018,3.41666666666667
3.41666666666667,"Yes",24,22101,"Urban","Investor Owned","2021","Orange",22101,3.41666666666667
3.45,"Yes",20,17746,"Urban","Investor Owned","2022","San Diego",17746,3.45
3.45,"Yes",40,52193,"Urban","Investor Owned","2023","Los Angeles",52193,3.45
3.47619047619048,"Yes",42,48363,"Urban","Investor Owned","2022","Los Angeles",48363,3.47619047619048
3.5,"Yes",4,3646,"Urban","Investor Owned","2023","Los Angeles",3646,3.5
3.5,"Yes",8,8730,"Urban","Government","2022","Sonoma",8730,3.5
3.5,"Yes",10,27216,"Urban","Investor Owned","2021","Los Angeles",27216,3.5
3.5,"Yes",46,72057,"Urban","Nonprofit","2023","Los Angeles",72057,3.5
3.51724137931034,"Yes",29,40855,"Urban","Investor Owned","2023","Riverside",40855,3.51724137931034
3.53846153846154,"Yes",26,37061,"Urban","Government","2021","San Joaquin",37061,3.53846153846154
3.54166666666667,"Yes",24,25258,"Urban","Investor Owned","2022","Orange",25258,3.54166666666667
3.55555555555556,"Yes",9,7628,"Urban","Government","2021","Sonoma",7628,3.55555555555556
3.55555555555556,"Yes",18,36593,"Urban","Investor Owned","2022","San Bernardino",36593,3.55555555555556
3.5625,"Yes",16,31692,"Urban","Investor Owned","2023","San Bernardino",31692,3.5625
3.57692307692308,"Yes",26,62563,"Urban","Nonprofit","2023","Merced",62563,3.57692307692308
3.58333333333333,"Yes",24,25258,"Urban","Investor Owned","2022","Orange",25258,3.58333333333333
3.59375,"Yes",64,87345,"Urban","Investor Owned","2023","Riverside",87345,3.59375
3.6,"Yes",10,28495,"Urban","Nonprofit","2023","Kern",28495,3.6
3.65,"Yes",20,23943,"Urban","Investor Owned","2021","Los Angeles",23943,3.65
3.66666666666667,"Yes",9,16357,"Urban","Investor Owned","2021","Los Angeles",16357,3.66666666666667
3.66666666666667,"Yes",12,19807,"Urban","Investor Owned","2022","Orange",19807,3.66666666666667
3.66666666666667,"Yes",12,30482,"Urban","Nonprofit","2023","Santa Cruz",30482,3.66666666666667
3.66666666666667,"Yes",24,25258,"Urban","Investor Owned","2022","Orange",25258,3.66666666666667
3.70175438596491,"Yes",57,55882,"Urban","Nonprofit","2022","Los Angeles",55882,3.70175438596491
3.72222222222222,"Yes",18,36593,"Urban","Investor Owned","2022","San Bernardino",36593,3.72222222222222
3.75,"Yes",24,25304,"Urban","Investor Owned","2023","Orange",25304,3.75
3.76190476190476,"Yes",21,37600,"Urban","Investor Owned","2023","San Bernardino",37600,3.76190476190476
3.7741935483871,"Yes",62,67670,"Urban","Investor Owned","2021","San Joaquin",67670,3.7741935483871
3.8,"Yes",10,28495,"Urban","Nonprofit","2023","Kern",28495,3.8
3.83333333333333,"Yes",12,16133,"Urban","Investor Owned","2023","Riverside",16133,3.83333333333333
3.83333333333333,"Yes",24,22101,"Urban","Investor Owned","2021","Orange",22101,3.83333333333333
3.83333333333333,"Yes",24,25258,"Urban","Investor Owned","2022","Orange",25258,3.83333333333333
3.875,"Yes",16,41458,"Urban","Government","2021","Monterey",41458,3.875
3.9041095890411,"Yes",73,83169,"Urban","Nonprofit","2023","Fresno",83169,3.9041095890411
3.95890410958904,"Yes",73,74382,"Urban","Nonprofit","2021","Fresno",74382,3.95890410958904
4,"Yes",4,3646,"Urban","Investor Owned","2023","Los Angeles",3646,4
4,"Yes",7,6834,"Urban","Investor Owned","2021","Los Angeles",6834,4
4,"Yes",16,54470,"Urban","Government","2023","Monterey",54470,4
4.04255319148936,"Yes",47,64861,"Urban","Nonprofit","2023","Los Angeles",64861,4.04255319148936
4.1,"Yes",10,29497,"Urban","Investor Owned","2022","Los Angeles",29497,4.1
4.125,"Yes",16,54157,"Urban","Government","2022","Monterey",54157,4.125
4.13698630136986,"Yes",73,77616,"Urban","Government","2022","Los Angeles",77616,4.13698630136986
4.15384615384615,"Yes",26,62563,"Urban","Nonprofit","2023","Merced",62563,4.15384615384615
4.16666666666667,"Yes",12,18089,"Urban","Investor Owned","2021","Orange",18089,4.16666666666667
4.1875,"Yes",16,41458,"Urban","Government","2021","Monterey",41458,4.1875
4.2,"Yes",20,17043,"Urban","Investor Owned","2023","San Diego",17043,4.2
4.20833333333333,"Yes",24,25258,"Urban","Investor Owned","2022","Orange",25258,4.20833333333333
4.22727272727273,"Yes",22,32220,"Urban","Investor Owned","2021","San Bernardino",32220,4.22727272727273
4.25,"Yes",12,19807,"Urban","Investor Owned","2022","Orange",19807,4.25
4.29166666666667,"Yes",24,22101,"Urban","Investor Owned","2021","Orange",22101,4.29166666666667
4.3,"Yes",10,27216,"Urban","Investor Owned","2021","Los Angeles",27216,4.3
4.33333333333333,"Yes",12,19807,"Urban","Investor Owned","2022","Orange",19807,4.33333333333333
4.34615384615385,"Yes",26,57645,"Urban","Nonprofit","2022","Merced",57645,4.34615384615385
4.375,"Yes",16,54470,"Urban","Government","2023","Monterey",54470,4.375
4.38235294117647,"Yes",34,80442,"Urban","Nonprofit","2021","Kings",80442,4.38235294117647
4.38356164383562,"Yes",73,65830,"Urban","Government","2021","Los Angeles",65830,4.38356164383562
4.41666666666667,"Yes",12,15525,"Urban","Investor Owned","2022","Riverside",15525,4.41666666666667
4.45614035087719,"Yes",57,52686,"Urban","Nonprofit","2023","Los Angeles",52686,4.45614035087719
4.45714285714286,"Yes",35,80002,"Urban","Investor Owned","2023","Los Angeles",80002,4.45714285714286
4.5,"Yes",4,3857,"Urban","Investor Owned","2022","Los Angeles",3857,4.5
4.5,"Yes",10,28475,"Urban","Nonprofit","2022","Kern",28475,4.5
4.5,"Yes",12,19824,"Urban","Investor Owned","2023","Orange",19824,4.5
4.5,"Yes",12,28994,"Urban","Nonprofit","2022","Santa Cruz",28994,4.5
4.5,"Yes",12,30482,"Urban","Nonprofit","2023","Santa Cruz",30482,4.5
4.52631578947368,"Yes",57,52338,"Urban","Nonprofit","2021","Los Angeles",52338,4.52631578947368
4.54166666666667,"Yes",24,25304,"Urban","Investor Owned","2023","Orange",25304,4.54166666666667
4.56164383561644,"Yes",73,83169,"Urban","Nonprofit","2023","Fresno",83169,4.56164383561644
4.56521739130435,"Yes",92,141171,"Urban","Nonprofit","2022","San Bernardino",141171,4.56521739130435
4.57894736842105,"Yes",57,55882,"Urban","Nonprofit","2022","Los Angeles",55882,4.57894736842105
4.625,"Yes",8,8916,"Urban","Government","2023","Sonoma",8916,4.625
4.625,"Yes",8,9319,"Urban","Investor Owned","2021","Los Angeles",9319,4.625
4.65217391304348,"Yes",92,138112,"Urban","Nonprofit","2021","San Bernardino",138112,4.65217391304348
4.7,"Yes",20,23943,"Urban","Investor Owned","2021","Los Angeles",23943,4.7
4.70833333333333,"Yes",24,25304,"Urban","Investor Owned","2023","Orange",25304,4.70833333333333
4.72602739726027,"Yes",73,65830,"Urban","Government","2021","Los Angeles",65830,4.72602739726027
4.77777777777778,"Yes",72,78461,"Urban","Government","2023","Los Angeles",78461,4.77777777777778
4.8,"Yes",10,28475,"Urban","Nonprofit","2022","Kern",28475,4.8
4.85714285714286,"Yes",7,6736,"Urban","Investor Owned","2023","Los Angeles",6736,4.85714285714286
4.92982456140351,"Yes",57,52686,"Urban","Nonprofit","2023","Los Angeles",52686,4.92982456140351
4.9375,"Yes",16,54157,"Urban","Government","2022","Monterey",54157,4.9375
4.94520547945205,"Yes",73,74382,"Urban","Nonprofit","2021","Fresno",74382,4.94520547945205
4.94520547945205,"Yes",73,84815,"Urban","Nonprofit","2022","Fresno",84815,4.94520547945205
5,"Yes",7,6736,"Urban","Investor Owned","2023","Los Angeles",6736,5
5,"Yes",7,6908,"Urban","Investor Owned","2022","Los Angeles",6908,5
5,"Yes",9,16357,"Urban","Investor Owned","2021","Los Angeles",16357,5
5,"Yes",19,53276,"Urban","Government","2023","Monterey",53276,5
5,"Yes",64,87345,"Urban","Investor Owned","2023","Riverside",87345,5
5.03260869565217,"Yes",92,146799,"Urban","Nonprofit","2023","San Bernardino",146799,5.03260869565217
5.05555555555556,"Yes",72,78461,"Urban","Government","2023","Los Angeles",78461,5.05555555555556
5.0625,"Yes",16,29888,"Urban","Investor Owned","2022","San Bernardino",29888,5.0625
5.0625,"Yes",16,31692,"Urban","Investor Owned","2023","San Bernardino",31692,5.0625
5.08823529411765,"Yes",34,80442,"Urban","Nonprofit","2021","Kings",80442,5.08823529411765
5.14285714285714,"Yes",7,6834,"Urban","Investor Owned","2021","Los Angeles",6834,5.14285714285714
5.17808219178082,"Yes",73,77616,"Urban","Government","2022","Los Angeles",77616,5.17808219178082
5.18823529411765,"Yes",85,55269,"Urban","Government","2021","Tulare",55269,5.18823529411765
5.20967741935484,"Yes",62,82844,"Urban","Investor Owned","2023","San Joaquin",82844,5.20967741935484
5.22222222222222,"Yes",9,7628,"Urban","Government","2021","Sonoma",7628,5.22222222222222
5.25,"Yes",4,3646,"Urban","Investor Owned","2023","Los Angeles",3646,5.25
5.25,"Yes",24,22101,"Urban","Investor Owned","2021","Orange",22101,5.25
5.265625,"Yes",64,73328,"Urban","Investor Owned","2021","Riverside",73328,5.265625
5.31818181818182,"Yes",44,94386,"Urban","Nonprofit","2023","Kings",94386,5.31818181818182
5.33333333333333,"Yes",9,7628,"Urban","Government","2021","Sonoma",7628,5.33333333333333
5.4,"Yes",20,23943,"Urban","Investor Owned","2021","Los Angeles",23943,5.4
5.41666666666667,"Yes",12,28994,"Urban","Nonprofit","2022","Santa Cruz",28994,5.41666666666667
5.44,"Yes",50,35849,"Urban","Investor Owned","2022","Los Angeles",35849,5.44
5.47619047619048,"Yes",21,28108,"Urban","Nonprofit","2021","San Joaquin",28108,5.47619047619048
5.5,"Yes",8,10400,"Urban","Investor Owned","2022","Los Angeles",10400,5.5
5.5,"Yes",26,43446,"Urban","Government","2022","San Joaquin",43446,5.5
5.50877192982456,"Yes",57,52338,"Urban","Nonprofit","2021","Los Angeles",52338,5.50877192982456
5.57142857142857,"Yes",7,6908,"Urban","Investor Owned","2022","Los Angeles",6908,5.57142857142857
5.58333333333333,"Yes",24,25258,"Urban","Investor Owned","2022","Orange",25258,5.58333333333333
5.71875,"Yes",64,45465,"Urban","Government","2023","Orange",45465,5.71875
5.75,"Yes",8,8730,"Urban","Government","2022","Sonoma",8730,5.75
5.75,"Yes",16,29888,"Urban","Investor Owned","2022","San Bernardino",29888,5.75
5.75,"Yes",24,25304,"Urban","Investor Owned","2023","Orange",25304,5.75
5.75342465753425,"Yes",73,84815,"Urban","Nonprofit","2022","Fresno",84815,5.75342465753425
5.85964912280702,"Yes",57,52686,"Urban","Nonprofit","2023","Los Angeles",52686,5.85964912280702
5.86111111111111,"Yes",72,78461,"Urban","Government","2023","Los Angeles",78461,5.86111111111111
5.9,"Yes",10,11411,"Urban","Investor Owned","2022","Orange",11411,5.9
5.9,"Yes",10,28495,"Urban","Nonprofit","2023","Kern",28495,5.9
5.91666666666667,"Yes",24,25304,"Urban","Investor Owned","2023","Orange",25304,5.91666666666667
6,"Yes",46,68844,"Urban","Nonprofit","2022","Los Angeles",68844,6
6.08333333333333,"Yes",12,19824,"Urban","Investor Owned","2023","Orange",19824,6.08333333333333
6.08333333333333,"Yes",12,30482,"Urban","Nonprofit","2023","Santa Cruz",30482,6.08333333333333
6.08571428571429,"Yes",35,80002,"Urban","Investor Owned","2023","Los Angeles",80002,6.08571428571429
6.16666666666667,"Yes",24,25304,"Urban","Investor Owned","2023","Orange",25304,6.16666666666667
6.19230769230769,"Yes",26,57645,"Urban","Nonprofit","2022","Merced",57645,6.19230769230769
6.2,"Yes",20,17043,"Urban","Investor Owned","2023","San Diego",17043,6.2
6.25,"Yes",8,8730,"Urban","Government","2022","Sonoma",8730,6.25
6.25,"Yes",12,32018,"Urban","Investor Owned","2023","Los Angeles",32018,6.25
6.25,"Yes",44,94386,"Urban","Nonprofit","2023","Kings",94386,6.25
6.33333333333333,"Yes",21,37600,"Urban","Investor Owned","2023","San Bernardino",37600,6.33333333333333
6.35087719298246,"Yes",57,55882,"Urban","Nonprofit","2022","Los Angeles",55882,6.35087719298246
6.35294117647059,"Yes",51,33915,"Urban","Investor Owned","2021","Los Angeles",33915,6.35294117647059
6.453125,"Yes",64,45465,"Urban","Government","2023","Orange",45465,6.453125
6.5,"Yes",12,32018,"Urban","Investor Owned","2023","Los Angeles",32018,6.5
6.5,"Yes",26,43446,"Urban","Government","2022","San Joaquin",43446,6.5
6.51063829787234,"Yes",47,57942,"Urban","Government","2022","San Bernardino",57942,6.51063829787234
6.6,"Yes",10,27216,"Urban","Investor Owned","2021","Los Angeles",27216,6.6
6.64285714285714,"Yes",42,48363,"Urban","Investor Owned","2022","Los Angeles",48363,6.64285714285714
6.70512820512821,"Yes",78,64254,"Urban","Government","2022","Tulare",64254,6.70512820512821
6.75,"Yes",12,16133,"Urban","Investor Owned","2023","Riverside",16133,6.75
6.75,"Yes",44,42673,"Urban","Government","2022","Orange",42673,6.75
6.83333333333333,"Yes",12,19824,"Urban","Investor Owned","2023","Orange",19824,6.83333333333333
6.83333333333333,"Yes",24,42755,"Urban","Government","2023","San Joaquin",42755,6.83333333333333
6.84210526315789,"Yes",57,52338,"Urban","Nonprofit","2021","Los Angeles",52338,6.84210526315789
6.875,"Yes",8,8916,"Urban","Government","2023","Sonoma",8916,6.875
6.9041095890411,"Yes",73,83169,"Urban","Nonprofit","2023","Fresno",83169,6.9041095890411
6.93150684931507,"Yes",73,84815,"Urban","Nonprofit","2022","Fresno",84815,6.93150684931507
7.05128205128205,"Yes",39,69354,"Urban","Nonprofit","2023","Los Angeles",69354,7.05128205128205
7.09090909090909,"Yes",44,37922,"Urban","Government","2021","Orange",37922,7.09090909090909
7.125,"Yes",8,8916,"Urban","Government","2023","Sonoma",8916,7.125
7.13636363636364,"Yes",22,32220,"Urban","Investor Owned","2021","San Bernardino",32220,7.13636363636364
7.15384615384615,"Yes",26,37061,"Urban","Government","2021","San Joaquin",37061,7.15384615384615
7.22222222222222,"Yes",18,36593,"Urban","Investor Owned","2022","San Bernardino",36593,7.22222222222222
7.23913043478261,"Yes",46,72057,"Urban","Nonprofit","2023","Los Angeles",72057,7.23913043478261
7.25,"Yes",8,8730,"Urban","Government","2022","Sonoma",8730,7.25
7.25,"Yes",12,13544,"Urban","Investor Owned","2021","Riverside",13544,7.25
7.265625,"Yes",64,87345,"Urban","Investor Owned","2023","Riverside",87345,7.265625
7.4,"Yes",20,17746,"Urban","Investor Owned","2022","San Diego",17746,7.4
7.4,"Yes",35,50893,"Urban","Investor Owned","2021","Los Angeles",50893,7.4
7.40909090909091,"Yes",44,92128,"Urban","Nonprofit","2022","Kings",92128,7.40909090909091
7.5,"Yes",10,27216,"Urban","Investor Owned","2021","Los Angeles",27216,7.5
7.5,"Yes",26,43446,"Urban","Government","2022","San Joaquin",43446,7.5
7.5,"Yes",26,62563,"Urban","Nonprofit","2023","Merced",62563,7.5
7.52272727272727,"Yes",44,92128,"Urban","Nonprofit","2022","Kings",92128,7.52272727272727
7.55555555555556,"Yes",9,7628,"Urban","Government","2021","Sonoma",7628,7.55555555555556
7.57142857142857,"Yes",7,6834,"Urban","Investor Owned","2021","Los Angeles",6834,7.57142857142857
7.57446808510638,"Yes",47,57942,"Urban","Government","2022","San Bernardino",57942,7.57446808510638
7.58333333333333,"Yes",12,18089,"Urban","Investor Owned","2021","Orange",18089,7.58333333333333
7.6,"Yes",10,28475,"Urban","Nonprofit","2022","Kern",28475,7.6
7.7,"Yes",20,23943,"Urban","Investor Owned","2021","Los Angeles",23943,7.7
7.75,"Yes",4,3646,"Urban","Investor Owned","2023","Los Angeles",3646,7.75
7.8,"Yes",10,29497,"Urban","Investor Owned","2022","Los Angeles",29497,7.8
7.98076923076923,"Yes",52,59992,"Urban","Nonprofit","2022","Los Angeles",59992,7.98076923076923
8.02380952380952,"Yes",42,39926,"Urban","Investor Owned","2021","Los Angeles",39926,8.02380952380952
8.13333333333333,"Yes",30,70040,"Urban","Nonprofit","2022","Los Angeles",70040,8.13333333333333
8.16666666666667,"Yes",12,16133,"Urban","Investor Owned","2023","Riverside",16133,8.16666666666667
8.16666666666667,"Yes",24,22101,"Urban","Investor Owned","2021","Orange",22101,8.16666666666667
8.22857142857143,"Yes",35,62297,"Urban","Investor Owned","2022","Los Angeles",62297,8.22857142857143
8.27777777777778,"Yes",36,62048,"Urban","Nonprofit","2021","Los Angeles",62048,8.27777777777778
8.3,"Yes",10,28495,"Urban","Nonprofit","2023","Kern",28495,8.3
8.3013698630137,"Yes",73,74382,"Urban","Nonprofit","2021","Fresno",74382,8.3013698630137
8.3972602739726,"Yes",73,71708,"Urban","Government","2023","Tulare",71708,8.3972602739726
8.4,"Yes",30,62392,"Urban","Nonprofit","2021","Los Angeles",62392,8.4
8.54285714285714,"Yes",35,80002,"Urban","Investor Owned","2023","Los Angeles",80002,8.54285714285714
8.64383561643836,"Yes",73,74382,"Urban","Nonprofit","2021","Fresno",74382,8.64383561643836
8.65909090909091,"Yes",44,94386,"Urban","Nonprofit","2023","Kings",94386,8.65909090909091
8.87671232876712,"Yes",73,84815,"Urban","Nonprofit","2022","Fresno",84815,8.87671232876712
8.88888888888889,"Yes",18,36593,"Urban","Investor Owned","2022","San Bernardino",36593,8.88888888888889
8.890625,"Yes",64,45465,"Urban","Government","2023","Orange",45465,8.890625
8.9,"Yes",10,29497,"Urban","Investor Owned","2022","Los Angeles",29497,8.9
8.91666666666667,"Yes",24,25304,"Urban","Investor Owned","2023","Orange",25304,8.91666666666667
9,"Yes",10,29497,"Urban","Investor Owned","2022","Los Angeles",29497,9
9,"Yes",12,19807,"Urban","Investor Owned","2022","Orange",19807,9
9.06896551724138,"Yes",29,99493,"Urban","Nonprofit","2022","Los Angeles",99493,9.06896551724138
9.1025641025641,"Yes",78,64254,"Urban","Government","2022","Tulare",64254,9.1025641025641
9.125,"Yes",8,10400,"Urban","Investor Owned","2022","Los Angeles",10400,9.125
9.14035087719298,"Yes",57,52686,"Urban","Nonprofit","2023","Los Angeles",52686,9.14035087719298
9.2,"Yes",10,27216,"Urban","Investor Owned","2021","Los Angeles",27216,9.2
9.2,"Yes",10,28495,"Urban","Nonprofit","2023","Kern",28495,9.2
9.25,"Yes",8,8916,"Urban","Government","2023","Sonoma",8916,9.25
9.4,"Yes",20,17090,"Urban","Investor Owned","2021","San Diego",17090,9.4
9.42105263157895,"Yes",19,49779,"Urban","Government","2022","Monterey",49779,9.42105263157895
9.5,"Yes",8,8730,"Urban","Government","2022","Sonoma",8730,9.5
9.5,"Yes",10,27216,"Urban","Investor Owned","2021","Los Angeles",27216,9.5
9.5,"Yes",12,13544,"Urban","Investor Owned","2021","Riverside",13544,9.5
9.55555555555556,"Yes",9,7628,"Urban","Government","2021","Sonoma",7628,9.55555555555556
9.578125,"Yes",64,87345,"Urban","Investor Owned","2023","Riverside",87345,9.578125
9.6140350877193,"Yes",57,55882,"Urban","Nonprofit","2022","Los Angeles",55882,9.6140350877193
9.66666666666667,"Yes",12,19807,"Urban","Investor Owned","2022","Orange",19807,9.66666666666667
9.73684210526316,"Yes",19,53276,"Urban","Government","2023","Monterey",53276,9.73684210526316
9.75,"Yes",12,19824,"Urban","Investor Owned","2023","Orange",19824,9.75
9.75,"Yes",16,29888,"Urban","Investor Owned","2022","San Bernardino",29888,9.75
9.79166666666667,"Yes",24,25258,"Urban","Investor Owned","2022","Orange",25258,9.79166666666667
9.79452054794521,"Yes",73,71708,"Urban","Government","2023","Tulare",71708,9.79452054794521
9.80645161290323,"Yes",62,67670,"Urban","Investor Owned","2021","San Joaquin",67670,9.80645161290323
9.89655172413793,"Yes",29,109217,"Urban","Nonprofit","2023","Los Angeles",109217,9.89655172413793
10.063829787234,"Yes",47,64861,"Urban","Nonprofit","2023","Los Angeles",64861,10.063829787234
10.1,"Yes",20,17043,"Urban","Investor Owned","2023","San Diego",17043,10.1
10.1176470588235,"Yes",51,33915,"Urban","Investor Owned","2021","Los Angeles",33915,10.1176470588235
10.1521739130435,"Yes",46,68844,"Urban","Nonprofit","2022","Los Angeles",68844,10.1521739130435
10.2096774193548,"Yes",62,67670,"Urban","Investor Owned","2021","San Joaquin",67670,10.2096774193548
10.25,"Yes",8,8916,"Urban","Government","2023","Sonoma",8916,10.25
10.4,"Yes",35,50893,"Urban","Investor Owned","2021","Los Angeles",50893,10.4
10.4383561643836,"Yes",73,71708,"Urban","Government","2023","Tulare",71708,10.4383561643836
10.452380952381,"Yes",42,39926,"Urban","Investor Owned","2021","Los Angeles",39926,10.452380952381
10.5,"Yes",16,24835,"Urban","Nonprofit","2021","Santa Cruz",24835,10.5
10.54,"Yes",50,35849,"Urban","Investor Owned","2022","Los Angeles",35849,10.54
10.554347826087,"Yes",92,138112,"Urban","Nonprofit","2021","San Bernardino",138112,10.554347826087
10.5588235294118,"Yes",34,80442,"Urban","Nonprofit","2021","Kings",80442,10.5588235294118
10.6666666666667,"Yes",9,16357,"Urban","Investor Owned","2021","Los Angeles",16357,10.6666666666667
10.6666666666667,"Yes",12,32018,"Urban","Investor Owned","2023","Los Angeles",32018,10.6666666666667
10.675,"Yes",40,52193,"Urban","Investor Owned","2023","Los Angeles",52193,10.675
10.75,"Yes",4,3646,"Urban","Investor Owned","2023","Los Angeles",3646,10.75
10.7931034482759,"Yes",29,40855,"Urban","Investor Owned","2023","Riverside",40855,10.7931034482759
10.8478260869565,"Yes",92,141171,"Urban","Nonprofit","2022","San Bernardino",141171,10.8478260869565
10.8571428571429,"Yes",7,6736,"Urban","Investor Owned","2023","Los Angeles",6736,10.8571428571429
10.890625,"Yes",64,87345,"Urban","Investor Owned","2023","Riverside",87345,10.890625
10.9,"Yes",10,28475,"Urban","Nonprofit","2022","Kern",28475,10.9
11.0384615384615,"Yes",26,37061,"Urban","Government","2021","San Joaquin",37061,11.0384615384615
